"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"1540","RT @cecileprieur: #ParadisePapers Comment le cinéaste Jean-Jacques Annaud a dissimulé des avoirs dans un trust pendant vingt ans https://t.…",FALSE,0,NA,2017-11-08 09:53:17,FALSE,NA,"928198730813247488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","orelia_wanda_co",4,TRUE,FALSE,NA,NA
"1541","RT @avec_marine: #ParadisePapers : Madonna, Bono, Dassault, Uber, tous proches de Macron et épinglés par l’affaire. 

Le monde de la financ…",FALSE,0,NA,2017-11-08 09:53:15,FALSE,NA,"928198723464810496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mar_ine2022",31,TRUE,FALSE,NA,NA
"1542","RT @georgioual: <U+0397> <U+039C>a<U+03C1>eßa #mareva_gate sta #ParadisePapers , <U+03B7> #d<U+03B9><U+03BA><U+03B7>_<U+039C>a<U+03C1><U+03B9><U+03BD>a<U+03BA><U+03B7> <U+03B3><U+03B9>a s<U+03C5>µµ<U+03BF><U+03C1><U+03AF>a <U+03BA>a<U+03B9> st<U+03B7>µ<U+03AD><U+03BD>a, t<U+03BF> s<U+03BA><U+03AC><U+03BD>da<U+03BB><U+03BF> <U+0391><U+03C5><U+03B3>e<U+03BD><U+03AC><U+03BA><U+03B7>. <U+03A4><U+03B6>a<U+03BA> p<U+03BF>t <U+03AD>p<U+03B9>as…",FALSE,0,NA,2017-11-08 09:53:15,FALSE,NA,"928198722470760449",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","niktrah",2,TRUE,FALSE,NA,NA
"1543","RT @France2tv: Si Twitter c'est maintenant #280characters, #ParadisePapers c'est 13,5 millions de documents analysés et des révélations sur…",FALSE,0,NA,2017-11-08 09:53:14,FALSE,NA,"928198718037331968",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","ehllian",51,TRUE,FALSE,NA,NA
"1544","@hansenjohn01 og jeg har lavet en lille video, der forklarer, hvordan store virksomheder kan slippe afsted med at f… https://t.co/FUOwioGecn",FALSE,2,"hansenjohn01",2017-11-08 09:53:13,TRUE,NA,"928198715965411334","218587147","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JohannesSkov",3,FALSE,FALSE,NA,NA
"1545","RT @deer_kiler: <U+039F><U+03C1><U+03B3><U+03AE> <U+03B3><U+03B9>a ta #ParadisePapers #ParadiseLeaks.
<U+039F> <U+03BA>ap<U+03B9>ta<U+03BB><U+03B9><U+03B6>µ<U+03CC><U+03C2> p<U+03BF><U+03C5> p<U+03C1><U+03BF>state<U+03CD>e<U+03B9> <U+03B7> <U+0395><U+03C5><U+03C1><U+03CE>p<U+03B7>.<U+03A4><U+03BF> µa<U+03C7>a<U+03AF><U+03C1><U+03B9> <U+03B8>a ft<U+03AC>se<U+03B9> st<U+03BF> <U+03BA><U+03CC><U+03BA><U+03BA>a<U+03BB><U+03BF>. https…",FALSE,0,NA,2017-11-08 09:53:13,FALSE,NA,"928198714329407488",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Dimiuk1",38,TRUE,FALSE,NA,NA
"1546","@euronewsgr <U+03BA><U+03AC>p<U+03BF><U+03B9><U+03BF><U+03C2> <U+03BD>a t<U+03BF><U+03C5><U+03C2> ß<U+03AC><U+03BB>e<U+03B9> µ<U+03AD>sa <U+03C5>p<U+03AC><U+03C1><U+03C7>e<U+03B9>; <U+0392>a<U+03B8><U+03B9><U+03AC> <U+03CC>µ<U+03C9><U+03C2>, <U+03CC>p<U+03C9><U+03C2> t<U+03BF><U+03BD> <U+0386><U+03BA><U+03B7>! #ParadisePapers #Mareva <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>",FALSE,0,"euronewsgr",2017-11-08 09:53:12,FALSE,"928197610317459456","928198712647708672","964033723","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","themisspiro",0,FALSE,FALSE,NA,NA
"1547","RT @GLove39: Siri, show me a visual metaphor for tax avoidance
#ParadisePapers https://t.co/wVdSy7QtMZ",FALSE,0,NA,2017-11-08 09:53:12,FALSE,NA,"928198711829770240",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","martincampello",44981,TRUE,FALSE,NA,NA
"1548","RT @jenny_ricks: The desperate inequality behind global tax dodging , by @gabriel_zucman - #fightinequality #paradisepapers https://t.co/Pb…",FALSE,0,NA,2017-11-08 09:53:12,FALSE,NA,"928198711355826176",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","FightInequalit1",3,TRUE,FALSE,NA,NA
"1549","RT @MurphyLawrence: The Queen is involved in a massive tax dodge, but the BBC decide to go after Mrs Brown's Boys. #ParadisePapers",FALSE,0,NA,2017-11-08 09:53:11,FALSE,NA,"928198708566601728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BrianDeighan",446,TRUE,FALSE,NA,NA
"1550","RT @SubComandante_: <U+03A0><U+03BF>s<U+03BF> <U+03BA><U+03C9><U+03BB><U+03BF>fa<U+03C1>d<U+03BF><U+03C2> e<U+03B9>sa<U+03B9> <U+03C1>e <U+03BA><U+03C9><U+03BB><U+03BF><U+03C7>a<U+03C1>te...

#mareva_gate #ParadisePapers
#ParadisePaper",FALSE,0,NA,2017-11-08 09:53:11,FALSE,NA,"928198705081184257",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","niktrah",3,TRUE,FALSE,NA,NA
"1551","Godwin Emefiele's name is on the #ParadisePapers roll call. 

Who knows when and how our press will write about it.… https://t.co/LmAlgpOJNq",FALSE,0,NA,2017-11-08 09:53:10,TRUE,NA,"928198703109853184",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Clarenceonyeks",0,FALSE,FALSE,NA,NA
"1552","RT @GLove39: Siri, show me a visual metaphor for tax avoidance
#ParadisePapers https://t.co/wVdSy7QtMZ",FALSE,0,NA,2017-11-08 09:53:10,FALSE,NA,"928198701834698755",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jlilmoes",44981,TRUE,FALSE,NA,NA
"1553","RT @DerbyChrisW: Ahh tax avoidance... isn't that just the sign of a normal, healthy society? #ParadisePapers https://t.co/3QDFRIBkVa",FALSE,0,NA,2017-11-08 09:53:09,FALSE,NA,"928198698814844928",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stevebatchelder",255,TRUE,FALSE,NA,NA
"1554","RT @GLove39: Siri, show me a visual metaphor for tax avoidance
#ParadisePapers https://t.co/wVdSy7QtMZ",FALSE,0,NA,2017-11-08 09:53:08,FALSE,NA,"928198696281423872",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","holly215moon",44981,TRUE,FALSE,NA,NA
"1555","RT @NabihaStyles0: First #PanamaPapers and now  #ParadisePapers 
....Seems as if ,bad days for the rich having BALCK money<ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082><ed><U+00A0><U+00BD><ed><U+00B8><U+0082>",FALSE,0,NA,2017-11-08 09:53:08,FALSE,NA,"928198693609787392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RanaSarmadNaaro",3,TRUE,FALSE,NA,NA
"1556","RT @TheScotsman: Prince Charles criticised after investments revealed in #paradisepapers leak 

https://t.co/ZvS87enG7w https://t.co/PQH984…",FALSE,0,NA,2017-11-08 09:53:08,FALSE,NA,"928198693085380608",NA,"<a href=""https://roundteam.co"" rel=""nofollow"">RoundTeam</a>","Scotland4me",3,TRUE,FALSE,NA,NA
"1557","RT @paulodonoghue93: Worth reading this in-depth look at Denis O’Brien’s use of offshore companies #ParadisePapers https://t.co/bY9trWCxCc",FALSE,0,NA,2017-11-08 09:53:07,FALSE,NA,"928198689042194432",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","williamhboney1",6,TRUE,FALSE,NA,NA
"1558","#ParadisePapers : pour Gérard Longuet (LR), ""si ces milliards d’euros ne viennent pas dans les caisses de l’Etat, t… https://t.co/28IUxCj6ru",FALSE,0,NA,2017-11-08 09:53:06,TRUE,NA,"928198687771242496",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Jarod692001",0,FALSE,FALSE,NA,NA
"1559","RT @DerbyChrisW: Ahh tax avoidance... isn't that just the sign of a normal, healthy society? #ParadisePapers https://t.co/3QDFRIBkVa",FALSE,0,NA,2017-11-08 09:53:06,FALSE,NA,"928198686722674688",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","MoyraMahoney",255,TRUE,FALSE,NA,NA
"1560","Ach, im Vergleich zum Dauerstress mit #ParadisePapers und @konzern_vi wäre eine Teilnahme am heutigen #JuorTag17 geradezu paradiesisch...",FALSE,0,NA,2017-11-08 09:53:06,FALSE,NA,"928198685686751232",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Oliver_Classen",0,FALSE,FALSE,NA,NA
"1561","#ParadisePapers #PanamaPapers https://t.co/B0AUvo4Qdl",FALSE,0,NA,2017-11-08 09:53:05,FALSE,NA,"928198681693773827",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","pascalmeiser",0,FALSE,FALSE,NA,NA
"1562","RT @salvemostelema: Villalonga en los #ParadisePapers relacionado con el testaferro Rudy Valner, el q según Ignacio González era el ""dueño""…",FALSE,0,NA,2017-11-08 09:53:04,FALSE,NA,"928198679252652032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ZuriLanda",27,TRUE,FALSE,NA,NA
"1563","@marcotravaglio Sempre meglio di Bono e Madonna che ci scartavetravano per fare donazioni e cancellare debiti e poi… https://t.co/xtBPb5w5S7",FALSE,0,"marcotravaglio",2017-11-08 09:53:04,TRUE,"928176073174634496","928198678824869889","320603385","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AndreD81",0,FALSE,FALSE,NA,NA
"1564","RT @RepublicStaff: Charles is guilty of a clear conflict of interest, lobbying on issues and profiting greatly. #ParadisePapers https://t.c…",FALSE,0,NA,2017-11-08 09:53:04,FALSE,NA,"928198678157852680",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jimnimmo31",31,TRUE,FALSE,NA,NA
"1565","Journal des Arts des Boutiques Top est sorti de presse! https://t.co/D5szyuvEeM #paradisepapers #abos",FALSE,0,NA,2017-11-08 09:53:03,FALSE,NA,"928198672311095296",NA,"<a href=""http://paper.li"" rel=""nofollow"">Paper.li</a>","gvannonces",0,FALSE,FALSE,NA,NA
"1566","RT @LondonEconomic: British media refusing to cover #ParadisePapers because most of the avoiders own the newspapers https://t.co/y9nEq7ugUZ",FALSE,0,NA,2017-11-08 09:53:02,FALSE,NA,"928198669601447936",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","monikamerkes",598,TRUE,FALSE,NA,NA
"1567","RT @johnmcdonnellMP: 24 hours later and we've heard nothing from the PM or the Chancellor on the #ParadisePapers. This decaying Government…",FALSE,0,NA,2017-11-08 09:53:01,FALSE,NA,"928198663947669504",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","shireenkhan",1593,TRUE,FALSE,NA,NA
"1568","RT @JamesMelville: Man of the people? #paradisepapers https://t.co/1mh7knru08",FALSE,0,NA,2017-11-08 09:53:00,FALSE,NA,"928198661624025094",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Honeypop_kisses",1451,TRUE,FALSE,NA,NA
"1569","RT @MissStAnger: #ParadisePapers knapp erklärt.
#nurechtmit140Zeichen https://t.co/sYj8PhUVnO",FALSE,0,NA,2017-11-08 09:53:00,FALSE,NA,"928198661359710208",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Lislchen",48,TRUE,FALSE,NA,NA
"1570","RT @cumhuriyetgzt: Erdogan’a askini itiraf eden is adami Fettah Tamince de Paradise Papers’ta ortaya çikti #ParadisePapers
https://t.co/AeD…",FALSE,0,NA,2017-11-08 09:52:59,FALSE,NA,"928198658318852096",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HseyinG37551235",37,TRUE,FALSE,NA,NA
"1571","RT @birdy_steve: #ParadisePapers - Who are the biggest names in tax haven leak? https://t.co/ELf0zUlGrc",FALSE,0,NA,2017-11-08 09:52:59,FALSE,NA,"928198658188816385",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ViewpointAccts",1,TRUE,FALSE,NA,NA
"1572","Hear hear #ParadisePapers https://t.co/z52IqxN1YC",FALSE,1,NA,2017-11-08 09:52:59,FALSE,NA,"928198657958129664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","EmmaDixon_EU",0,FALSE,FALSE,NA,NA
"1573","RT @PeoplesMomentum: Can't believe they're getting away with this <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0> (wait for it...)

Act now <U+279C> https://t.co/VtaiVgJ4nH

#ParadisePapers ht…",FALSE,0,NA,2017-11-08 09:52:59,FALSE,NA,"928198655819034627",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","cardiffnan",65,TRUE,FALSE,NA,NA
"1574","RT @cumhuriyetgzt: Binali Yildirim, Basbakanlik yaptigi ülkeye vergi vermemek için Malta'da açilan sirketleri dogruladi #ParadisePapers htt…",FALSE,0,NA,2017-11-08 09:52:58,FALSE,NA,"928198651498958848",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","serhat33333333",890,TRUE,FALSE,NA,NA
"1575","RT @RobJStewartNZ: #ParadisePapers #PanamaPapers https://t.co/vmJWSfFKg4",FALSE,0,NA,2017-11-08 09:52:57,FALSE,NA,"928198650034929664",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","colette3652",10,TRUE,FALSE,NA,NA
"1576","RT @PeoplesMomentum: Can't believe they're getting away with this <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0> (wait for it...)

Act now <U+279C> https://t.co/VtaiVgJ4nH

#ParadisePapers ht…",FALSE,0,NA,2017-11-08 09:52:57,FALSE,NA,"928198647912763392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","laffterman",65,TRUE,FALSE,NA,NA
"1577","RT @decorrespondent: Zo werd Nederland het grootste belastingparadijs voor Amerikaanse multinationals #ParadisePapers https://t.co/Pvu0DRHr…",FALSE,0,NA,2017-11-08 09:52:57,FALSE,NA,"928198647048699904",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","peter_porto",58,TRUE,FALSE,NA,NA
"1578","RT @France2tv: Si Twitter c'est maintenant #280characters, #ParadisePapers c'est 13,5 millions de documents analysés et des révélations sur…",FALSE,0,NA,2017-11-08 09:52:56,FALSE,NA,"928198642233516032",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","k0zam18",51,TRUE,FALSE,NA,NA
"1579","RT @LondonEconomic: British media refusing to cover #ParadisePapers because most of the avoiders own the newspapers https://t.co/y9nEq7ugUZ",FALSE,0,NA,2017-11-08 09:52:55,FALSE,NA,"928198641222914048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MMmmwa",598,TRUE,FALSE,NA,NA
"1580","RT @birdy_steve: HMRC wants to look urgently at #ParadisePapers https://t.co/M2Lcjn1QjK",FALSE,0,NA,2017-11-08 09:52:55,FALSE,NA,"928198638559428608",NA,"<a href=""http://www.hootsuite.com"" rel=""nofollow"">Hootsuite</a>","ViewpointAccts",1,TRUE,FALSE,NA,NA
"1581","Superb work by @dt_ni #ParadisePapers",FALSE,0,NA,2017-11-08 09:52:54,FALSE,NA,"928198634428125184",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","conorspackman",0,FALSE,FALSE,NA,NA
"1582","RT @fvallejoss: #ParadisePapers El Ministerio de Aranguren le dio 7 licitaciones a la off shore de Shell que dirige Aranguren<ed><U+00A0><U+00BD><ed><U+00B1><U+0087> https://t.co…",FALSE,0,NA,2017-11-08 09:52:53,FALSE,NA,"928198632519688198",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","CastEmilce",518,TRUE,FALSE,NA,NA
"1583","RT @avec_marine: #ParadisePapers : Madonna, Bono, Dassault, Uber, tous proches de Macron et épinglés par l’affaire. 

Le monde de la financ…",FALSE,0,NA,2017-11-08 09:52:53,FALSE,NA,"928198632318406656",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Patrios_FR",31,TRUE,FALSE,NA,NA
"1584","RT @WillFitzgibbon: Hot off the press. What #paradisepapers tells us about Mauritius and how Africa loses out on taxes.  https://t.co/AEmkS…",FALSE,0,NA,2017-11-08 09:52:51,FALSE,NA,"928198624307236864",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Fernieisaac",46,TRUE,FALSE,NA,NA
"1585","@VictoriaLIVE can we now know about the 10,000s of business people involved in #ParadisePapers rather than distract… https://t.co/75nUieTaWK",FALSE,0,"VictoriaLIVE",2017-11-08 09:52:51,TRUE,NA,"928198621333540865","3082499172","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","AJobTracker",0,FALSE,FALSE,NA,NA
"1586","RT @Matthijs85: Tax evasion can't be visualized better than this: https://t.co/UQIKelx9Gu
#ParadisePapers #TaxEvasion",FALSE,0,NA,2017-11-08 09:52:50,FALSE,NA,"928198620972593152",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","PirateParty808",227,TRUE,FALSE,NA,NA
"1587","RT @Lionel_Mechoui: Si vous n’avez rien compris aux #ParadisePapers voici une explication vidéo. https://t.co/eApdJ14fRK",FALSE,0,NA,2017-11-08 09:52:50,FALSE,NA,"928198618133286912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","1day1music",4763,TRUE,FALSE,NA,NA
"1588","@mediapart Le « À gauche toute » opportuniste et symbolique de l’exécutif est relayé avec complaisance par les médi… https://t.co/0d7vaBquH9",FALSE,0,"mediapart",2017-11-08 09:52:49,TRUE,"928196899932213249","928198616753299456","19976004","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","JaneAymard",0,FALSE,FALSE,NA,NA
"1589","RT @th_vergos: <U+0391><U+03BD> <U+03B7> s<U+03CD><U+03B6><U+03C5><U+03B3><U+03BF><U+03C2> t<U+03BF><U+03C5> @atsipras ß<U+03C1><U+03B9>s<U+03BA><U+03CC>ta<U+03BD> sta #ParadisePapers µe t<U+03BF> 50% µ<U+03B9>a<U+03C2> offshore, <U+03B7> <U+039D><U+0394> <U+03B8>a <U+03B6><U+03B7>t<U+03BF><U+03CD>se s<U+03AE>µe<U+03C1>a t<U+03B7><U+03BD> pa<U+03C1>a<U+03AF>t<U+03B7>s<U+03AE> t<U+03BF><U+03C5>.…",FALSE,0,NA,2017-11-08 09:52:49,FALSE,NA,"928198616711385088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","adiasistos",56,TRUE,FALSE,NA,NA
"1590","RT @France2tv: Si Twitter c'est maintenant #280characters, #ParadisePapers c'est 13,5 millions de documents analysés et des révélations sur…",FALSE,0,NA,2017-11-08 09:52:48,FALSE,NA,"928198610289922048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","_Danidannn",51,TRUE,FALSE,NA,NA
"1591","RT @TheRebelTV: .@TRobinsonNewEra on #ParadisePapers: The Queen Did Nothing Wrong! https://t.co/ekfO6TCzGu | #news #UK https://t.co/hkvywlm…",FALSE,0,NA,2017-11-08 09:52:48,FALSE,NA,"928198609400684546",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","AntiEU2",23,TRUE,FALSE,NA,NA
"1592","RT @avec_marine: #ParadisePapers : Madonna, Bono, Dassault, Uber, tous proches de Macron et épinglés par l’affaire. 

Le monde de la financ…",FALSE,0,NA,2017-11-08 09:52:47,FALSE,NA,"928198606577897472",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","victoire9595",31,TRUE,FALSE,NA,NA
"1593","RT @ierrejon: Atentos a los #ParadisePapers. De nuevo otra gran filtración de nombres de multimillonarios y élites políticas que evaden imp…",FALSE,0,NA,2017-11-08 09:52:45,FALSE,NA,"928198598348693504",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","natalia_abdo",2784,TRUE,FALSE,NA,NA
"1594","RT @ELNODOColombia: 48 horas después de #ParadisePapers Santos crea ""Portal de la Paz"" en ""Comisión de Moralización"" https://t.co/SW2QYkqis…",FALSE,0,NA,2017-11-08 09:52:45,FALSE,NA,"928198597216276480",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","victordanielcas",68,TRUE,FALSE,NA,NA
"1595","Worth reading this in-depth look at Denis O’Brien’s use of offshore companies #ParadisePapers https://t.co/bY9trWCxCc",FALSE,5,NA,2017-11-08 09:52:44,FALSE,NA,"928198592975790081",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","paulodonoghue93",6,FALSE,FALSE,NA,NA
"1596","RT @Lionel_Mechoui: Si vous n’avez rien compris aux #ParadisePapers voici une explication vidéo. https://t.co/eApdJ14fRK",FALSE,0,NA,2017-11-08 09:52:43,FALSE,NA,"928198589922324481",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MotardPatissier",4763,TRUE,FALSE,NA,NA
"1597","RT @citoyenne_terre: pour «renflouer les caisses»...
#cashinvestigation ? #ParadisePapers ?
Z'avez pas la téloche ? Lisez pas les journaux…",FALSE,0,NA,2017-11-08 09:52:43,FALSE,NA,"928198589460951041",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MIPE34",2,TRUE,FALSE,NA,NA
"1598","RT @DerbyChrisW: Ahh tax avoidance... isn't that just the sign of a normal, healthy society? #ParadisePapers https://t.co/3QDFRIBkVa",FALSE,0,NA,2017-11-08 09:52:41,FALSE,NA,"928198582389428224",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ChrisArculeo",255,TRUE,FALSE,NA,NA
"1599","RT @shirafu: In comparison my requests for comments were so boring #ParadisePapers Great TV moment here sorry print journos!<ed><U+00A0><U+00BD><ed><U+00B1><U+0087> https://t.co/…",FALSE,0,NA,2017-11-08 09:52:41,FALSE,NA,"928198581785382912",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AnChVIE",3,TRUE,FALSE,NA,NA
"1600","RT @France2tv: Si Twitter c'est maintenant #280characters, #ParadisePapers c'est 13,5 millions de documents analysés et des révélations sur…",FALSE,0,NA,2017-11-08 09:52:40,FALSE,NA,"928198575141646336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","scicopatos",51,TRUE,FALSE,NA,NA
"1601","RT @Nordpresse: Allégorie de notre système fiscal #ParadisePapers https://t.co/7QwfgqAsMk",FALSE,0,NA,2017-11-08 09:52:38,FALSE,NA,"928198570553102336",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","LindaLaBlk",570,TRUE,FALSE,NA,NA
"1602","RT @MissStAnger: #ParadisePapers knapp erklärt.
#nurechtmit140Zeichen https://t.co/sYj8PhUVnO",FALSE,0,NA,2017-11-08 09:52:36,FALSE,NA,"928198561690419200",NA,"<a href=""http://www.metrotwit.com/"" rel=""nofollow"">MetroTwit</a>","Spamlevel9",48,TRUE,FALSE,NA,NA
"1603","RT @cashinvestigati: Qui est Appleby, le prestigieux cabinet d’avocats des #ParadisePapers? Lisez cet article @lemondefr avec @ICIJorg http…",FALSE,0,NA,2017-11-08 09:52:36,FALSE,NA,"928198561321406464",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","0201henri1954",52,TRUE,FALSE,NA,NA
"1604","RT @To_pouli_tou_Ro: Ta <U+03BA>a<U+03B8>a<U+03C1><U+03AF>s<U+03C9> ta <U+03BD><U+03B7>s<U+03B9><U+03AC> <U+039A><U+03AD><U+03B9>µa<U+03BD>

#ParadisePapers 
#<U+03BF>fs<U+03BF><U+03C1><U+03B9><U+039A><U+03BF><U+03C5><U+03BB><U+03B7><U+03C2> https://t.co/1fgCF71Z3s",FALSE,0,NA,2017-11-08 09:52:36,FALSE,NA,"928198558196621312",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","islandlayer",8,TRUE,FALSE,NA,NA
"1605","RT @IanBrossat: 3 invités, 3 mecs qui justifient la fraude fiscale. Tranquillou. #ParadisePapers https://t.co/SWi4nxIOS5",FALSE,0,NA,2017-11-08 09:52:35,FALSE,NA,"928198557387108352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LastecBreizh",540,TRUE,FALSE,NA,NA
"1606","<U+0388>p<U+03C1>epe <U+03BD>a e<U+03AF><U+03C7>aµe 20 <U+039C>a<U+03C1><U+03AD>ße<U+03C2> #ParadisePapers #<U+03BF>fs<U+03BF><U+03C1><U+03B9><U+03BA><U+03BF><U+03C5><U+03BB><U+03B7><U+03C2> #mareva_gate",FALSE,1,NA,2017-11-08 09:52:35,FALSE,NA,"928198557185794052",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ftoovaskano",1,FALSE,FALSE,NA,NA
"1607","@ZarrarKhuhro named in #ParadisePapers https://t.co/GSyL6MMsjN",FALSE,6,"ZarrarKhuhro",2017-11-08 09:52:35,FALSE,NA,"928198557013856256","378126181","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Faiztalks",2,FALSE,FALSE,NA,NA
"1608","RT @SanchoPanzaGr: S <U+03CC><U+03BB><U+03BF> t<U+03BF><U+03BD> <U+03BA><U+03CC>sµ<U+03BF> e<U+03AF><U+03BD>a<U+03B9> s<U+03BA><U+03AC><U+03BD>da<U+03BB><U+03BF> ta #ParadisePapers <U+03BA>a<U+03B9> t<U+03C1><U+03AD><U+03C7><U+03BF><U+03C5><U+03BD> <U+03BD>a <U+03BA><U+03C1><U+03C5>ft<U+03BF><U+03CD><U+03BD> µa<U+03BD>t<U+03CC><U+03BD>e<U+03C2> µp<U+03CC><U+03BD><U+03BF> <U+03C7><U+03AC>µ<U+03B9><U+03BB>t<U+03BF><U+03BD>&amp;<U+03BB><U+03BF><U+03B9>p<U+03BF><U+03AF>.G<U+03B9>a t<U+03BF><U+03C5><U+03C2> de<U+03BE><U+03B9><U+03BF><U+03CD>…",FALSE,0,NA,2017-11-08 09:52:34,FALSE,NA,"928198552299372544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","amhelakos",7,TRUE,FALSE,NA,NA
